query,ground_truth
"The following given embeddings correspond to ""walking upstairs"": [[-1.6527507, 22.14561], [-18.521212, 16.51115], [-23.880686, 11.67885]], and the following given embeddings correspond to ""standing"": [[-0.64759326, -11.936718], [2.514203, -14.380582], [-1.4998946, -15.854186]]; classify the embedding [-11.786198,9.327398] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408], [-26.58731, 11.489656], [-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711], [-3.7737896, -16.363657], [0.20240755, -19.649248]]; classify the embedding [-17.085665,17.091076] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-17.649618, 6.7299747], [-11.392027, 10.348717], [-12.224311, 10.59824]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608], [2.6050432, -21.64601], [-7.2135916, -26.8858]]; classify the embedding [-26.75123,7.0553517] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.392027, 10.348717], [-11.786198, 9.327398], [-5.560883, 24.658054]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186], [-9.672583, -17.206732], [-6.167612, -20.587278]]; classify the embedding [2.514203,-14.380582] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.469833, 9.565675], [-16.647497, 7.66493], [-21.103573, 14.358908]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608], [-6.9715166, -11.976806], [-8.583038, -20.128769]]; classify the embedding [-3.7737896,-16.363657] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-13.817916, 15.620053], [-12.224311, 10.59824], [-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[4.645065, -22.891973], [-1.4998946, -15.854186], [0.3692806, -27.107492]]; classify the embedding [-4.8813534,-13.794277] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633], [-23.918737, 12.886848], [-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[5.7707844, -19.403368], [-0.38804618, -26.179089], [-1.1379516, -17.909557]]; classify the embedding [-3.1291292,-18.047365] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.310556, 16.019463], [-23.918737, 12.886848], [-25.210358, 7.992878]], and the following given embeddings correspond to ""standing"": [[-0.38804618, -26.179089], [-8.627505, -17.77227], [2.7068744, -19.517391]]; classify the embedding [-8.137624,-10.475516] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.341951, 16.949923], [-25.532173, 11.909289], [-17.649618, 6.7299747]], and the following given embeddings correspond to ""standing"": [[-7.738978, -21.27784], [-2.1051333, -23.799711], [-3.8615415, -22.56889]]; classify the embedding [-6.3888345,-10.574955] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-10.999353, 13.075417], [-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-1.8086722, -26.882647], [2.6050432, -21.64601], [5.8532214, -13.513204]]; classify the embedding [-6.9715166,-11.976806] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633], [-25.10742, 5.125669], [-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711], [-5.321734, -8.374708], [-8.507037, -23.675472]]; classify the embedding [0.8451632,-13.56643] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925], [-19.310556, 16.019463], [-25.179623, 5.2739477]], and the following given embeddings correspond to ""standing"": [[0.5966125, -25.538857], [1.928141, -15.34961], [-7.5971336, -15.70254]]; classify the embedding [-9.423665,-5.431859] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305], [-11.703899, 13.600154], [-18.97258, 14.580915]], and the following given embeddings correspond to ""standing"": [[-0.64759326, -11.936718], [-7.5971336, -15.70254], [3.7352402, -18.743303]]; classify the embedding [-3.6057417,-18.842138] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.801952, 13.567216], [-9.938932, 9.697947], [-16.659843, 9.041169]], and the following given embeddings correspond to ""standing"": [[-2.0146902, -19.096197], [2.6919582, -30.555603], [2.1271844, -27.017937]]; classify the embedding [0.7684486,-17.91203] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.179623, 5.2739477], [-23.918737, 12.886848], [-26.75123, 7.0553517]], and the following given embeddings correspond to ""standing"": [[6.1139703, -18.154724], [-14.829434, -12.654818], [-5.1564293, -23.875608]]; classify the embedding [-7.5649247,-12.308547] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.97258, 14.580915], [-9.938932, 9.697947], [-25.532173, 11.909289]], and the following given embeddings correspond to ""standing"": [[-3.6057417, -18.842138], [-2.0146902, -19.096197], [5.7946258, -23.510479]]; classify the embedding [-1.4998946,-15.854186] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.659843, 9.041169], [-11.545695, 9.505371], [-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[-9.423665, -5.431859], [5.7707844, -19.403368], [-7.8371773, -21.094934]]; classify the embedding [-6.05866,-10.8738785] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-13.817916, 15.620053], [-18.88329, 16.586163], [-11.27695, 9.439257]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235], [4.767576, -18.226492], [-1.1379516, -17.909557]]; classify the embedding [-2.0146902,-19.096197] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305], [-11.27695, 9.439257], [-25.469833, 9.565675]], and the following given embeddings correspond to ""standing"": [[3.457969, -26.278334], [-5.130556, -14.719297], [6.898418, -15.975768]]; classify the embedding [-0.64759326,-11.936718] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-25.469833, 9.565675], [-25.532173, 11.909289]], and the following given embeddings correspond to ""standing"": [[-3.7737896, -16.363657], [-11.225599, -12.580521], [-8.137624, -10.475516]]; classify the embedding [-1.7765061,-13.543594] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.99212, 7.3564434], [-18.739454, 15.036408], [-11.667809, 11.078466]], and the following given embeddings correspond to ""standing"": [[-3.8615415, -22.56889], [0.4251615, -16.541111], [5.7946258, -23.510479]]; classify the embedding [0.20240755,-19.649248] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.468723, 6.167914], [-5.560883, 24.658054], [-26.877647, 7.019086]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186], [0.5966125, -25.538857], [-0.029218443, -26.943766]]; classify the embedding [-0.88970447,-19.435606] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.545695, 9.505371], [-10.573148, 14.615795], [-23.680086, 12.583479]], and the following given embeddings correspond to ""standing"": [[-8.135369, -24.714966], [-11.441035, -11.752205], [-6.3888345, -10.574955]]; classify the embedding [0.6431374,-20.298145] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176], [-10.999353, 13.075417], [-25.210358, 7.992878]], and the following given embeddings correspond to ""standing"": [[-1.8086722, -26.882647], [4.686016, -30.14473], [4.645065, -22.891973]]; classify the embedding [1.928141,-15.34961] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.778671, 5.86172], [-23.880686, 11.67885], [-18.88329, 16.586163]], and the following given embeddings correspond to ""standing"": [[-7.2135916, -26.8858], [-3.6057417, -18.842138], [-7.011606, -17.220846]]; classify the embedding [-0.30827728,-15.194513] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.6371765, 14.594176], [-27.174917, 7.922465], [-10.573148, 14.615795]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207], [4.4955587, -27.268408], [-8.767074, -14.092983]]; classify the embedding [-13.245776,-11.5026245] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-18.739454, 15.036408], [-11.27695, 9.439257], [-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[-9.725307, -10.773289], [-10.538013, -10.854899], [0.3692806, -27.107492]]; classify the embedding [0.4251615,-16.541111] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.17554, 7.178261], [-1.6527507, 22.14561], [-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[-10.382463, -8.4520235], [2.514203, -14.380582], [-3.7737896, -16.363657]]; classify the embedding [-1.1379516,-17.909557] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.392027, 10.348717], [-25.532173, 11.909289], [-26.925472, 10.948633]], and the following given embeddings correspond to ""standing"": [[-1.7765061, -13.543594], [-4.540945, -13.346345], [2.6919582, -30.555603]]; classify the embedding [-8.583038,-20.128769] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868], [-1.9106822, 19.663305], [-11.27695, 9.439257]], and the following given embeddings correspond to ""standing"": [[-5.130556, -14.719297], [-11.352449, -11.656187], [-14.829434, -12.654818]]; classify the embedding [-6.899336,-21.73333] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-10.573148, 14.615795], [-2.1234057, 21.060596], [-26.58731, 11.489656]], and the following given embeddings correspond to ""standing"": [[0.6431374, -20.298145], [-10.54026, -12.970497], [0.3692806, -27.107492]]; classify the embedding [-9.059019,-25.79015] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.877647, 7.019086], [-25.468723, 6.167914], [-11.667809, 11.078466]], and the following given embeddings correspond to ""standing"": [[-0.4221817, -24.698587], [-2.0351992, -21.616951], [-6.167612, -20.587278]]; classify the embedding [-9.024253,-22.917667] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868], [-25.532173, 11.909289], [-26.58731, 11.489656]], and the following given embeddings correspond to ""standing"": [[2.21717, -24.798624], [-0.83749574, -20.791544], [-0.029218443, -26.943766]]; classify the embedding [-7.2232,-19.534014] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-10.183463, 24.291185], [-26.58731, 11.489656], [-21.103573, 14.358908]], and the following given embeddings correspond to ""standing"": [[-2.1051333, -23.799711], [-6.3888345, -10.574955], [-0.88970447, -19.435606]]; classify the embedding [-10.297834,-15.458884] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-22.562931, 5.157091], [-11.392027, 10.348717]], and the following given embeddings correspond to ""standing"": [[-8.507037, -23.675472], [7.365501, -24.654139], [-7.5649247, -12.308547]]; classify the embedding [-8.627505,-17.77227] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599], [-20.17554, 7.178261], [-11.392027, 10.348717]], and the following given embeddings correspond to ""standing"": [[-5.1564293, -23.875608], [1.1470101, -22.985207], [2.1400592, -28.876638]]; classify the embedding [7.365501,-24.654139] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-17.085665, 17.091076], [-25.468723, 6.167914], [-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[-9.725307, -10.773289], [-7.738978, -21.27784], [-11.225599, -12.580521]]; classify the embedding [-5.2038627,-21.720722] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-17.649618, 6.7299747], [-2.7764535, 21.51868], [-1.9106822, 19.663305]], and the following given embeddings correspond to ""standing"": [[-7.868472, -22.267239], [0.6431374, -20.298145], [-9.725307, -10.773289]]; classify the embedding [-3.8615415,-22.56889] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-25.210358, 7.992878], [-23.778671, 5.86172]], and the following given embeddings correspond to ""standing"": [[1.1470101, -22.985207], [-6.167612, -20.587278], [0.4251615, -16.541111]]; classify the embedding [-7.2135916,-26.8858] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-20.20876, 5.304723], [-16.659843, 9.041169], [-26.99212, 7.3564434]], and the following given embeddings correspond to ""standing"": [[0.42132166, -28.212082], [-14.829434, -12.654818], [-6.9715166, -11.976806]]; classify the embedding [-7.167243,-23.013578] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.925472, 10.948633], [-17.649618, 6.7299747], [-11.667809, 11.078466]], and the following given embeddings correspond to ""standing"": [[7.365501, -24.654139], [0.3692806, -27.107492], [1.928141, -15.34961]]; classify the embedding [-8.264383,-21.892675] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-26.58731, 11.489656], [-27.174917, 7.922465], [-1.6527507, 22.14561]], and the following given embeddings correspond to ""standing"": [[-9.059019, -25.79015], [2.7068744, -19.517391], [-0.029218443, -26.943766]]; classify the embedding [-7.8371773,-21.094934] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.77722, 7.6843185], [-10.573148, 14.615795], [-11.545695, 9.505371]], and the following given embeddings correspond to ""standing"": [[5.7946258, -23.510479], [-8.767074, -14.092983], [0.09049499, -26.603556]]; classify the embedding [6.898418,-15.975768] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-25.532173, 11.909289], [-16.659843, 9.041169], [-16.341951, 16.949923]], and the following given embeddings correspond to ""standing"": [[0.4251615, -16.541111], [0.16642138, -22.013525], [6.7115145, -21.572144]]; classify the embedding [-7.738978,-21.27784] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.786198, 9.327398], [-19.310556, 16.019463], [-25.104355, 11.106242]], and the following given embeddings correspond to ""standing"": [[4.686016, -30.14473], [6.898418, -15.975768], [-1.1379516, -17.909557]]; classify the embedding [-8.135369,-24.714966] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-23.918737, 12.886848], [-25.532173, 11.909289], [-23.680086, 12.583479]], and the following given embeddings correspond to ""standing"": [[-0.30827728, -15.194513], [-10.382463, -8.4520235], [-3.1004782, -25.6334]]; classify the embedding [-6.167612,-20.587278] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-1.9106822, 19.663305], [-16.341951, 16.949923], [-25.104355, 11.106242]], and the following given embeddings correspond to ""standing"": [[2.6919582, -30.555603], [-4.8480935, -19.351532], [-0.88970447, -19.435606]]; classify the embedding [-8.767074,-14.092983] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.328333, 8.922925], [-11.667809, 11.078466], [-18.88329, 16.586163]], and the following given embeddings correspond to ""standing"": [[-6.167612, -20.587278], [-0.88970447, -19.435606], [-0.30827728, -15.194513]]; classify the embedding [-10.382463,-8.4520235] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-16.647497, 7.66493], [-19.310556, 16.019463], [-11.27695, 9.439257]], and the following given embeddings correspond to ""standing"": [[-11.225599, -12.580521], [-12.163771, -10.816486], [-2.0152125, -30.238617]]; classify the embedding [-7.868472,-22.267239] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-9.903596, 26.033176], [-10.183463, 24.291185], [-11.667809, 11.078466]], and the following given embeddings correspond to ""standing"": [[-8.627505, -17.77227], [-6.3888345, -10.574955], [6.7115145, -21.572144]]; classify the embedding [-7.011606,-17.220846] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-11.27695, 9.439257], [-11.019561, 10.882301], [-26.58731, 11.489656]], and the following given embeddings correspond to ""standing"": [[2.6050432, -21.64601], [-4.8813534, -13.794277], [4.4955587, -27.268408]]; classify the embedding [-8.507037,-23.675472] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-10.999353, 13.075417], [-9.821461, 10.517828], [-19.453993, 4.76599]], and the following given embeddings correspond to ""standing"": [[-1.7451919, -25.57503], [-7.738978, -21.27784], [0.6431374, -20.298145]]; classify the embedding [-4.8480935,-19.351532] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-19.453993, 4.76599], [-23.880686, 11.67885], [-18.521212, 16.51115]], and the following given embeddings correspond to ""standing"": [[-1.4998946, -15.854186], [-8.135369, -24.714966], [-7.868472, -22.267239]]; classify the embedding [-5.1564293,-23.875608] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
"The following given embeddings correspond to ""walking upstairs"": [[-2.7764535, 21.51868], [-10.999353, 13.075417], [-25.77722, 7.6843185]], and the following given embeddings correspond to ""standing"": [[0.7684486, -17.91203], [-9.725307, -10.773289], [-1.8086722, -26.882647]]; classify the embedding [2.6050432,-21.64601] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is manhattan distance. Answer in one word.",Standing
